case,recipe,query,node,operation,row_start,row_end,guarantee,closure,logical_bytes,delivered_bytes,possible_fields,reason
17,"Dictionary(RLE(BitPack))",SUM_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 2560 } },0,2048,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
17,"Dictionary(RLE(BitPack))",SUM_1PCT,3,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1","decoded ids determine the referenced dictionary subset"
17,"Dictionary(RLE(BitPack))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
17,"Dictionary(RLE(BitPack))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,448,448,"",""
17,"Dictionary(RLE(BitPack))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
17,"Dictionary(RLE(BitPack))",BETWEEN_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 2560 } },0,2048,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
17,"Dictionary(RLE(BitPack))",BETWEEN_1PCT,3,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1","decoded ids determine the referenced dictionary subset"
17,"Dictionary(RLE(BitPack))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
17,"Dictionary(RLE(BitPack))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,448,448,"",""
17,"Dictionary(RLE(BitPack))",FILTER_POINT,1,TranslateDictionaryRange { dictionary: FieldId(1), entries: 1024 },0,16384,PhysicalBytes,runtime_refined,0,0,"1","predicate bounds select a runtime dictionary subset"
17,"Dictionary(RLE(BitPack))",FILTER_POINT,2,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
17,"Dictionary(RLE(BitPack))",FILTER_POINT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 2560 } },0,2048,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
17,"Dictionary(RLE(BitPack))",FILTER_POINT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
17,"Dictionary(RLE(BitPack))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,448,448,"",""
17,"Dictionary(RLE(BitPack))",FILTER_50PCT,1,TranslateDictionaryRange { dictionary: FieldId(1), entries: 1024 },0,16384,PhysicalBytes,runtime_refined,0,0,"1","predicate bounds select a runtime dictionary subset"
17,"Dictionary(RLE(BitPack))",FILTER_50PCT,2,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
17,"Dictionary(RLE(BitPack))",FILTER_50PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 2560 } },0,2048,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
17,"Dictionary(RLE(BitPack))",FILTER_50PCT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
18,"UnsignedDelta(BitPack)",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,320,320,"",""
18,"UnsignedDelta(BitPack)",GET,1,SeekRestart { field: FieldId(1), restart: 32 },8199,8200,PhysicalBytes,exact,328,384,"",""
18,"UnsignedDelta(BitPack)",GET,2,ReadRange { field: FieldId(2), bytes: Span { start: 3072, end: 3075 } },8192,8200,PhysicalBytes,exact,331,432,"",""
18,"UnsignedDelta(BitPack)",GET,3,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
18,"UnsignedDelta(BitPack)",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,320,320,"",""
18,"UnsignedDelta(BitPack)",SUM_1PCT,1,SeekRestart { field: FieldId(1), restart: 31 },8111,8274,PhysicalBytes,exact,336,448,"",""
18,"UnsignedDelta(BitPack)",SUM_1PCT,2,ReadRange { field: FieldId(2), bytes: Span { start: 2976, end: 3103 } },7936,8274,PhysicalBytes,exact,463,592,"",""
18,"UnsignedDelta(BitPack)",SUM_1PCT,3,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
18,"UnsignedDelta(BitPack)",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,320,320,"",""
18,"UnsignedDelta(BitPack)",BETWEEN_1PCT,1,SeekRestart { field: FieldId(1), restart: 31 },8111,8274,PhysicalBytes,exact,336,448,"",""
18,"UnsignedDelta(BitPack)",BETWEEN_1PCT,2,ReadRange { field: FieldId(2), bytes: Span { start: 2976, end: 3103 } },7936,8274,PhysicalBytes,exact,463,592,"",""
18,"UnsignedDelta(BitPack)",BETWEEN_1PCT,3,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
18,"UnsignedDelta(BitPack)",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,320,320,"",""
18,"UnsignedDelta(BitPack)",FILTER_POINT,1,SearchPiecewiseMonotone { max_rows: 256 },0,16384,ExactBitmap,runtime_refined,0,0,"1|2","structural piecewise non-decreasing invariant enables exact per-block boundary search"
18,"UnsignedDelta(BitPack)",FILTER_POINT,2,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
18,"UnsignedDelta(BitPack)",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,320,320,"",""
18,"UnsignedDelta(BitPack)",FILTER_50PCT,1,SearchPiecewiseMonotone { max_rows: 256 },0,16384,ExactBitmap,runtime_refined,0,0,"1|2","structural piecewise non-decreasing invariant enables exact per-block boundary search"
18,"UnsignedDelta(BitPack)",FILTER_50PCT,2,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
